Site;Sample; C14 age;error;State;Cal age;error;County / region;UTM Zone;East;North
PA-AT-316;Beta-410455;7850;30;PA;8639;48;Parauapebas;22M;623509;9327859
Gruta do Gentio (MG-RP-6);SI-5076;7816;83;MG;8642;137;Unaí;23K;296834;8190168
Lapa do Boquete;CDTN-2350;7600;1000;MG;8645;1122;Januária;23L;567715;8288668
Col. Harold Walter;Beta 220443;7850;40;MG;8652;65;Lagoa Santa;23K;615358;7829153
Abrigo do Sol MT-GU-01;N-2358;7810;110;MT;8665;176;Vila Bela Santissima Trindade;21L;182663;8338894
Lapa Pequena;Birm-914;7800;160;MG;8675;215;Montes Claros;23K;621649;8150075
Abrigo Santana do Riacho;MNH-HW294;7870;40;MG;8687;78;Santana do Riacho;23K;635062;7879841
Lapa de Lagoa Funda;Beta 165379;7870;40;MG;8687;78;Confins;23K;607362;7828165
Chã do Caboclo;MC 1055;7820;150;PE;8691;208;Bom Jardim ;25M;215130;9136871
Abrigo Maximiano;Beta 432545;7880;40;SP;8696;76;Iporanga;22J;743452;7278831
Faxinal de Cima;Beta 468375;7900;30;SP;8711;68;Itapeva;22K;715802;7345928
Lapa do Boquete;Beta-117453;7860;70;MG;8723;140;Januária;23L;567715;8288668
Sambaqui do Algodão ;PLID T00-0677 ;7860;80;RJ;8727;152;Angra dos Reis;23K;571016;7456283
Lapa do Boquete;Beta-117447;7870;60;MG;8734;131;Januária;23L;567715;8288668
Cambriu Grande;CENA 481;7870;80;SP;8740;151;Cananeia;23J;204259;7230741
Lapa do Santo;Beta 214142;7890;40;MG;8742;111;Matozinhos;23K;596454;7836861
Abrigo do Sol MT-GU-01;SI-3481;7875;85;MT;8746;154;Vila Bela Santissima Trindade;21L;182663;8338894
SC-TA-19;Beta 256217;7880;60;SC;8746;129;Taió;22J;599265;7000108
CKS-34Q;Beta-323130;7900;40;PA;8762;120;Carajás;22M;544272;9342306
Alto Sucuriú 4;Beta-236670;7890;60;MS;8763;136;Água Clara;22K;303990;7738594
Carajas - N4WS-012;Beta-230207;7890;80;PA;8763;148;Parauapebas;22M;623509;9327859
PA-AT-316;Beta-410446;7910;30;PA;8766;112;Parauapebas;22M;623509;9327859
Lapa do Boquete;CDTN-2741;7900;180;MG;8767;223;Januária;23L;567715;8288668
Lapa da Foice;SI-4495;7910;105;MG;8773;158;Unaí;23K;296834;8190168
Alto Sucuriú 4;Beta 284371;7910;60;MS;8783;135;Água Clara;22K;303990;7738594
Lapa do Boquete;Beta-117448;7920;80;MG;8787;141;Januária;23L;567715;8288668
Gruta do Gavião;Gx-12511;7925;45;PA;8796;128;Parauapebas;22M;623509;9327859
Alto Sucuriú 4;Beta-236680;7930;60;MS;8798;131;Água Clara;22K;303990;7738594
Breu Branco 1;Beta-215040;7940;90;PA;8798;142;Breu Branco;22M;659095;9582180
Toca da Baixa do Cipó;GIF-6958;7940;90;PI;8798;142;São Raimundo Nonato;23L;753628;9002823
PA-AT-316;Beta-410451;7930;30;PA;8800;124;Parauapebas;22M;623509;9327859
Toca da Baixa das Cabaceiras;Beta158555;7940;80;PI;8800;137;São Raimundo Nonato;23L;753628;9002823
Toca do Pica-Pau;Beta-207268;7930;30;PI;8800;124;São Raimundo Nonato;23L;753628;9002823
Santa Elina;GIF-9039;7940;70;MT;8802;132;Jangada;21L;554672;8315348
Abrigo do Sol MT-GU-01;N-3059;7950;115;MT;8804;159;Vila Bela Santissima Trindade;21L;182663;8338894
Alto Sucuriú 4;Beta-233090;7940;60;MS;8804;128;Água Clara;22K;303990;7738594
Brito   ;GIF 7088;7950;90;SP;8806;140;Sarutaiá;22K;656158;7425139
Lapa do Santo;Beta 159246;7940;50;MG;8806;125;Matozinhos;23K;596454;7836861
PA-AT-316;Beta-410440;7940;30;PA;8811;121;Parauapebas;22M;623509;9327859
Alto Sucuriú 4;Beta-236675;7960;60;MS;8818;123;Água Clara;22K;303990;7738594
Carajas - N4WS-012;Beta-215055;7960;60;PA;8818;123;Parauapebas;22M;623509;9327859
Cavidade 17;N/A;7960;60;PA;8818;123;Parauapebas;22M;623509;9327859
N4WS-012;Beta-215055;7960;60;PA;8818;123;Parauapebas;22M;623509;9327859
Abrigo do Sol MT-GU-01;SI-3475;7970;75;MT;8820;129;Vila Bela Santissima Trindade;21L;182663;8338894
Alto Sucuriú 4;Beta-236674;7970;70;MS;8821;126;Água Clara;22K;303990;7738594
Carajas - N4WS-012;Beta-215054;7970;70;PA;8821;126;Parauapebas;22M;623509;9327859
Cavidade 17;N/A;7970;70;PA;8821;126;Parauapebas;22M;623509;9327859
N4WS-012;Beta-215054;7970;70;PA;8821;126;Parauapebas;22M;623509;9327859
Alto Sucuriú 4;Beta-233093;7970;60;MS;8825;120;Água Clara;22K;303990;7738594
Carrancas;Beta 161656;7970;40;MG;8836;108;Matozinhos;23K;596454;7836861
Lapa do Boquete;CDTN-2487;7940;300;MG;8849;360;Januária;23L;567715;8288668
Camboinhas;SPC-207;7958;224;RJ;8855;285;Niterói;23K;692906;7467471
PA-AT-316;Beta-410447;7980;30;PA;8855;93;Parauapebas;22M;623509;9327859
Bastos;Beta 433580;7980;30;SP;8863;86;Dourado;22K;777446;7552456
Alto Sucuriú 4;Beta-236677;8020;60;MS;8868;111;Água Clara;22K;303990;7738594
Gruta do Gentio (MG-RP-6);SI 3520;8020;100;MG;8869;154;Unaí;23K;296834;8190168
PA-AT-316;Beta-410441;8000;30;PA;8871;85;Parauapebas;22M;623509;9327859
RS-C-61;Beta 229583;8010;50;RS;8871;97;Harmonia;22J;459004;6731011
Gruta da Capela (s11d47) PA-AT-337;Beta-410481;8010;30;PA;8878;85;Parauapebas;22M;623509;9327859
Alto Sucuriú 4;Beta-236673;8020;40;MS;8880;92;Água Clara;22K;303990;7738594
Col. Harold Walter;Beta 220432;8020;40;MG;8880;92;Lagoa Santa;23K;615358;7829153
Lapa do Urubu;Beta 202812;8030;40;MG;8890;95;Confins;23K;607362;7828165
Bastos;Beta 485410;8020;30;SP;8892;86;Dourado;22K;777446;7552456
Bastos;Beta 485413;8030;30;SP;8900;90;Dourado;22K;777446;7552456
RS-TQ-58 (Garivaldino);Beta 33458;8020;150;RS;8901;218;Montenegro;22J;455271;6716002
Cavidade 77;N/A;8050;70;PA;8907;128;Parauapebas;22M;623509;9327859
N4-WS-005;Beta-215057;8050;70;PA;8907;128;Parauapebas;22M;623509;9327859
Buritizeiro;Beta 558967;8051;50;MG;8908;107;Buritizeiro;23K;504266;8080908
Caverna da Pedra Pintada;Beta- 434987;8050;30;PA;8912;96;Monte Alegre;21M;828992;9807872
Toca do Bojo;GIF-4626;8050;170;PI;8946;252;São Raimundo Nonato;23L;753628;9002823
Toca do Boqueirão da Pedra Furada;GIF-4625;8050;170;PI;8946;252;São Raimundo Nonato;23L;753628;9002823
Maratuá;N/A;7803;1300;SP;8970;1521;Guarujá;23K;372387;73345842
Gruta do Gavião;Gx-12510;8065;360;PA;8974;417;Parauapebas;22M;623509;9327859
Toca do Boqueirão da Pedra Furada;GIF-6157;8080;120;PI;8976;208;São Raimundo Nonato;23L;753628;9002823
Gruta do N1 PA-AT-70;Beta-410431;8080;40;PA;8977;93;Parauapebas;22M;623509;9327859
Lapa de Taquaraçu;Beta 216527;8080;40;MG;8977;93;Taquaraçu de Minas;23K;637505;7824686
Toca do Bojo;GIF-4925;8080;170;PI;8980;256;São Raimundo Nonato;23L;753628;9002823
Toca do Bojo;GIF-170;8080;170;PI;8980;256;São Raimundo Nonato;23L;753628;9002823
Buritizeiro;Beta 224844;8090;50;MG;8991;102;Buritizeiro;23K;504266;8080908
Carajas - N4WS-012;N/A;8090;50;PA;8991;102;Parauapebas;22M;623509;9327859
Carajas - N4WS-017;Beta-215049;8090;50;PA;8991;102;Parauapebas;22M;623509;9327859
N4WS-017;Beta-215049;8090;50;PA;8991;102;Parauapebas;22M;623509;9327859
SC-U-6;SI-994;8095;90;SC;8995;170;Itapiranga;22J;231061;6992332
São José de Itaboraí;Dicarb Lab;8100;75;RJ;9001;149;Itaboraí;23K;719555;7481493
Alto Sucuriú 4;Beta-236678;8100;70;MS;9002;138;Água Clara;22K;303990;7738594
Toca do Sítio do Meio;GIF-9409;8100;90;PI;9003;178;São Raimundo Nonato;23L;753628;9002823
Chã do Caboclo;MC 1042;8100;135;PE;9004;225;Bom Jardim ;25M;215130;9136871
SC-TA-19;Beta 233601;8090;50;SC;9007;85;Taió;22J;599265;7000108
Tiziu;Beta-423121;8080;30;PA;9017;42;Altamira;22M;365167;9645100
Gruta do N1 PA-AT-70;Beta-410433;8090;30;PA;9032;42;Parauapebas;22M;623509;9327859
Gruta do Gentio (MG-RP-6);SI-2372;8130;148;MG;9039;235;Unaí;23K;296834;8190168
Otto Aigner 1;N/A;8100;30;SC;9039;38;Itá;22J;367660;6982465
Caverna do 110;n/a;8100;30;PA;9041;43;Rurópolis;21M;722352;9557443
PR-LN-8;SI-6401;8115;80;PR;9045;147;Itaguajé;22K;400548;7498482
Cavidade 77;N/A;8110;60;PA;9054;86;Parauapebas;22M;623509;9327859
Lagoa do Camargo;Beta 307836;8110;40;SP;9054;47;Rio Claro;23K;235631;7519014
N4-WS-005;Beta-215056;8110;60;PA;9054;86;Parauapebas;22M;623509;9327859
N4-WS-005;Beta-215056;8110;60;PA;9054;86;Parauapebas;22M;623509;9327859
Gruta do Gavião;TDY-14912;8140;130;PA;9057;216;Parauapebas;22M;623509;9327859
Porto PA-ST-42;n/a;8110;50;PA;9057;62;Santarém;21M;753116;9730567
Abrigo Santana do Riacho;GIF-5087;8150;150;MG;9064;236;Santana do Riacho;23K;635062;7879841
Abrigo Santana do Riacho;Gif-5087;8150;150;MG;9064;236;Santana do Riacho;23K;635062;7879841
Gruta do Pequiá;Beta-110700;8119;50;PA;9070;64;Parauapebas;22M;623509;9327859
Boa Vista;Beta-294081;8120;50;RO ;9071;64;Porto Velho;20L;400484;9031681
Breu Branco 1;Beta-226118;8120;50;PA;9071;64;Breu Branco;22M;659095;9582180
Gruta da Matinha;UGAMS 15113;8150;30;MG;9081;50;Iguatama;23K;425934;7768933
RS-FA-36;Beta 310714;8140;40;RS;9081;54;Faxinalzinho;22J;334446;6965412
Lapa da Amoreira;Beta 205340;8140;40;MG;9084;59;Matozinhos;23K;596454;7836861
Terra Preta;n/a;8140;40;PA;9084;59;Juruti;21M;599893;9760262
Gruta da Capela (s11d47) PA-AT-337;Beta-410466;8150;40;PA;9103;72;Parauapebas;22M;623509;9327859
Terra Preta 2;n/a;8140;80;PA;9112;117;Juruti;21M;599893;9760262
RS-C-61;Beta 260456;8150;50;RS;9114;81;Harmonia;22J;459004;6731011
Gruta do N1 PA-AT-70;Beta-410436;8170;30;PA;9118;77;Parauapebas;22M;623509;9327859
Cerca Grande 6;Beta 161666;8160;50;MG;9126;89;Matozinhos;23K;596454;7836861
MS-CP-22;Beta-91897;8160;60;MS (Pantanal);9132;97;Corumbá;21K;431871;7898164
CKS-31K;Beta-323127;8170;50;PA;9134;91;Carajás;22M;544272;9342306
Lapa do Santo;Beta 248893;8170;50;MG;9134;91;Matozinhos;23K;596454;7836861
Toca da Ema do Sitio do Bras;Beta-148102;8160;70;PI;9135;104;Coronel José Dias;23L;777297;9023432
Alto Sucuriú 4;Beta 284374;8170;60;MS;9140;98;Água Clara;22K;303990;7738594
Gruta da Capela (s11d47) PA-AT-337;Beta-410482;8190;40;PA;9145;89;Parauapebas;22M;623509;9327859
Lapa das Boleiras;Beta 178554;8190;40;MG;9145;89;Matozinhos;23K;596454;7836861
Toca do Boqueirão da Pedra Furada;GIF-6436;8170;80;PI;9146;114;São Raimundo Nonato;23L;753628;9002823
Abrigo do Jon;Beta 329694;8200;40;TO;9155;88;Palmas;22L;793117;8866530
MS-CP-22;Beta-91898;8180;80;MS (Pantanal);9155;114;Corumbá;21K;431871;7898164
Toca da Ema do Sitio do Bras;Beta-148100;8190;60;PI;9155;100;Coronel José Dias;23L;777297;9023432
Boqueirão Soberbo (MG-VG-11);SI-4487;8185;75;MG;9158;111;Varzelândia;23L;604248;8263819
Abrigo Santana do Riacho;CDTN-1039;8185;110;MG;9162;150;Santana do Riacho;23K;635062;7879841
Abrigo Santana do Riacho;CDTN-1039;8185;110;MG;9162;150;Santana do Riacho;23K;635062;7879841
PA-AT-316;Beta-410444;8210;30;PA;9168;78;Parauapebas;22M;623509;9327859
Caetetuba;Beta 436336;8210;30;SP;9174;66;São Manuel;22K;749502;7483014
Faxinal de Cima;Beta 498272;8210;30;SP;9174;66;Itapeva;22K;715802;7345928
PA-AT-316;Beta-410450;8220;30;PA;9182;72;Parauapebas;22M;623509;9327859
MS-CP-22;Beta-110549;8210;80;MS (Pantanal);9186;121;Corumbá;21K;431871;7898164
MS-CP-22;Beta-110549;8220;60;MS (Pantanal);9186;103;Corumbá;21K;431871;7898164
Abrigo Santana do Riacho;GIF-5088;8230;150;MG;9190;189;Santana do Riacho;23K;635062;7879841
Lapa Pequena;Birm-868;8240;160;MG;9193;198;Montes Claros;23K;621649;8150075
CKS-32K;Beta-323128;8230;40;PA;9194;79;Carajás;22M;544272;9342306
Gruta do Gentio (MG-RP-6);SI-2373;8215;120;MG;9194;162;Unaí;23K;296834;8190168
Lapa do Santo;Beta 215196;8230;40;MG;9194;79;Matozinhos;23K;596454;7836861
Lapa de Taquaraçu;Beta 183576;8230;50;MG;9196;92;Taquaraçu de Minas;23K;637505;7824686
Lapa do Santo;Beta 183573 ;8230;50;MG;9196;92;Matozinhos;23K;596454;7836861
PA-AT-316;Beta-410445;8240;40;PA;9210;80;Parauapebas;22M;623509;9327859
RO-PV-32;Beta-27015;8230;100;RO ;9213;145;Porto Velho;20L;400484;9031681
Lapa das Boleiras;Beta 159232;8240;50;MG;9214;95;Matozinhos;23K;596454;7836861
Lapa das Boleiras;Beta 159232;8240;50;MG;9214;95;Matozinhos;23K;596454;7836861
Gruta da Capela (s11d47) PA-AT-337;Beta-410490;8250;30;PA;9221;71;Parauapebas;22M;623509;9327859
N4WS-012;Beta-215053;8240;70;PA;9223;122;Parauapebas;22M;623509;9327859
Carajas - N4WS-012;Beta-215053;8240;90;PA;9224;138;Parauapebas;22M;623509;9327859
Cavidade 17;N/A;8240;90;PA;9224;138;Parauapebas;22M;623509;9327859
Cerca Grande 6;Beta 161668;8250;40;MG;9227;85;Matozinhos;23K;596454;7836861
Gruta do N1 PA-AT-70;Beta-410432;8250;40;PA;9227;85;Parauapebas;22M;623509;9327859
Gruta da Guarita;Beta-110703;8260;50;PA;9251;107;Parauapebas;22M;623509;9327859
MS-CP-22;Beta-110551;8270;80;MS (Pantanal);9254;128;Corumbá;21K;431871;7898164
RS-TQ-58 (Garivaldino);Beta 32183;8290;130;RS;9256;159;Montenegro;22J;455271;6716002
ACH-LP-1 (Linha Policial 1);Beta 236423;8270;70;SC;9259;116;Águas de Chapecó;22J;303335;7003689
Gruta da Capela (s11d47) PA-AT-337;Beta-410473;8270;40;PA;9264;103;Parauapebas;22M;623509;9327859
Toca do Enoque;Beta-264124;8270;40;PI;9264;103;Gilbués;23L;462879;8913504
Breu Branco 1;Beta-226117;8280;60;PA;9269;114;Breu Branco;22M;659095;9582180
Lapa do Varal;Beta-32178;8286;70;MG;9271;120;Montes Claros;23K;621649;8150075
Lapa das Boleiras;Beta 179815;8280;50;MG;9272;109;Matozinhos;23K;596454;7836861
Abrigo Santana do Riacho;Beta-162014;8280;40;MG;9274;104;Santana do Riacho;23K;635062;7879841
Pedra do Alexandre;CSIC 965;8280;30;RN;9276;101;Carnaúba dos Dantas;24M;766237;9274363
Gruta da Capela (s11d47) PA-AT-337;Beta-410480;8290;40;PA;9285;101;Parauapebas;22M;623509;9327859
Lapa Mortuaria Confins;Beta-161662;8290;40;MG;9285;101;Confins;23K;607362;7828165
RO-PV-48;Beta-27015;8320;100;RO ;9290;137;Ji-Paraná;20L;617072;8796232
Lapa das Boleiras;Beta 155659;8300;50;MG;9292;104;Matozinhos;23K;596454;7836861
PA-AT-316;Beta-410453;8290;30;PA;9292;95;Parauapebas;22M;623509;9327859
Carajas - N4WS-012;N/A;8310;60;PA;9297;109;Parauapebas;22M;623509;9327859
N4WS-017;Beta-215050;8310;60;PA;9297;109;Parauapebas;22M;623509;9327859
MS-PA-02;Beta-384967;8300;40;MS;9301;94;Camapuã;21K;810172;7837633
Alto Sucuriú 4;Beta 284370;8320;60;MS;9310;104;Água Clara;22K;303990;7738594
Lapa de Taquaraçu;Beta 216529;8310;40;MG;9322;80;Taquaraçu de Minas;23K;637505;7824686
Sumidouro;Beta 205351;8310;40;MG;9322;80;Fidalgo;23K;608625;7839782
Santa Luzia 2;Beta-385070;8310;30;PA;9338;62;Altamira;22M;365167;9645100
Col. Harold Walter;Beta 220434;8320;40;MG;9340;68;Lagoa Santa;23K;615358;7829153
Abrigo Santana do Riacho;CDTN-1044;8381;280;MG;9343;357;Santana do Riacho;23K;635062;7879841
Monte Castelo ;Beta-103187;8350;70;RO ;9343;99;São Francisco do Guaporé;20L;438048;8666740
Pedra do Caboclo;MC 1003;8400;200;PE;9343;231;Bom Jardim ;25M;215130;9136871
GO-JA-26;SI-5562;8370;85;GO;9350;111;Serranópolis;22K;398462;7975631
Gruta do Pequiá;Beta-110702;8340;50;PA;9355;72;Parauapebas;22M;623509;9327859
Lagoa do Camargo;Beta 433585;8340;30;SP;9368;53;Rio Claro;23K;235631;7519014
Lapa Mortuaria Confins;Beta-161663;8350;40;MG;9371;62;Confins;23K;607362;7828165
Lapa das Boleiras;Beta 159244;8360;50;MG;9375;70;Matozinhos;23K;596454;7836861
Abrigo Santana do Riacho;CDTN-1002;8400;300;MG;9378;393;Santana do Riacho;23K;635062;7879841
ACH-LP-1 (Linha Policial 1);Beta 236422;8370;60;SC;9381;75;Águas de Chapecó;22J;303335;7003689
Gruta da Capela (s11d47) PA-AT-337;Beta-380863;8360;30;PA;9381;59;Parauapebas;22M;623509;9327859
MS-CP-22;Beta-110550;8390;80;MS (Pantanal);9382;95;Corumbá;21K;431871;7898164
Santa Luzia 2;OxA-33031;8365;40;PA;9383;64;Altamira;22M;365167;9645100
Gruta da Capela (s11d47) PA-AT-337;Beta-410467;8370;30;PA;9388;61;Parauapebas;22M;623509;9327859
Lapa das Boleiras;Beta 155658;8420;100;MG;9391;108;Matozinhos;23K;596454;7836861
Gruta da Capela (s11d47) PA-AT-337;Beta-410486;8390;40;PA;9403;67;Parauapebas;22M;623509;9327859
Santa Luzia 2;OxA-33032;8390;40;PA;9403;67;Altamira;22M;365167;9645100
Toca do Boqueirão da Pedra Furada;GIF-6162;8450;80;PI;9429;84;São Raimundo Nonato;23L;753628;9002823
Gruta da Capela (s11d47) PA-AT-337;Beta-380864;8410;30;PA;9446;39;Parauapebas;22M;623509;9327859
RS-C-61;Beta 260455;8430;50;RS;9455;48;Harmonia;22J;459004;6731011
Lapa Vermelha IV;Gif-3216;8490;160;MG;9475;199;Lagoa Santa;23K;615358;7829153
PA-AT-316;Beta-410449;8440;30;PA;9478;34;Parauapebas;22M;623509;9327859
Gruta do Rato;Beta-110706;8470;50;PA;9485;37;Parauapebas;22M;623509;9327859
Furna do Estrago;SI-6296;8495;70;PE;9486;46;Brejo da Madre de Deus;24L;789339;9098706
Teotônio;Beta-474440;8460;30;RO ;9490;30;Porto Velho;20L;400484;9031681
Capelinha 1;A 11236;8500;70;SP;9492;43;Cajati;22J;792506;7262564
Toca do Vento;Beta-200147;8500;60;PI;9494;37;Coronel José Dias;23L;777297;9023432
Col. Harold Walter;Beta 220442;8480;40;MG;9495;30;Lagoa Santa;23K;615358;7829153
Gruta da Capela (s11d47) PA-AT-337;Beta-410483;8490;40;PA;9499;29;Parauapebas;22M;623509;9327859
Lapa das Boleiras;Beta 221456;8510;60;MG;9499;36;Matozinhos;23K;596454;7836861
Gruta do Pequiá;Beta-110701;8520;50;PA;9506;30;Parauapebas;22M;623509;9327859
Lapa da Amoreira;Beta-208077;8610;40;MG;9509;27;Confins;23K;607362;7828165
Lapa das Boleiras;Beta 221453;8530;60;MG;9510;36;Matozinhos;23K;596454;7836861
Lapa do Santo;Beta 202767;8530;40;MG;9512;27;Matozinhos;23K;596454;7836861
Abrigo Santana do Riacho;CDTN-1001;8500;500;MG;9514;636;Santana do Riacho;23K;635062;7879841
Lapa do Santo;Beta 253511;8540;50;MG;9515;31;Matozinhos;23K;596454;7836861
Lapa do Santo;Beta 253511;8540;30;MG;9518;25;Matozinhos;23K;596454;7836861
Lapa do Santo;Beta 410154;8540;30;MG;9518;25;Matozinhos;23K;596454;7836861
Lapa do Malhador;UFMG 2564;8500;400;MG;9520;522;Januária;23L;567715;8288668
Lapa da Onça;CEN 1180;8530;120;MG;9531;135;Felício dos Santos;23K;685454;8000328
Col. Harold Walter;Beta 220440;8570;40;MG;9535;30;Lagoa Santa;23K;615358;7829153
Bibocas II;n/a;8580;30;MG;9540;22;Jequitaí;23K;560455;8095056
ACH-LP-07;GIF-13112;8585;40;SC;9553;33;Águas de Chapecó;22J;303335;7003689
Lapa das Boleiras;Beta 221454;8570;60;MG;9558;59;Matozinhos;23K;596454;7836861
Lapa do Santo;Beta 265182;8580;50;MG;9562;52;Matozinhos;23K;596454;7836861
Col. Harold Walter;Beta 220426;8590;40;MG;9565;42;Lagoa Santa;23K;615358;7829153
PA-AT-316;Beta-410443;8590;40;PA;9565;42;Parauapebas;22M;623509;9327859
Lapa das Boleiras;Beta 216516;8600;40;MG;9577;47;Matozinhos;23K;596454;7836861
Toca do Alto da Serra do Capim;Beta-265695;8590;60;PI;9582;64;Gilbués;23L;462879;8913504
Lapa do Santo;Beta 202763;8600;50;MG;9586;56;Matozinhos;23K;596454;7836861
Toca do Boqueirão da Pedra Furada;GIF-8350;8600;60;PI;9592;64;São Raimundo Nonato;23L;753628;9002823
Lapa do Santo;Beta 216523;8620;40;MG;9594;52;Matozinhos;23K;596454;7836861
Toca do Pica-Pau;Beta-230401;8610;60;PI;9600;64;São Raimundo Nonato;23L;753628;9002823
Breu Branco 1;Beta-226119;8610;70;PA;9607;72;Breu Branco;22M;659095;9582180
PA-AT-316;Beta-410439;8660;30;PA;9609;50;Parauapebas;22M;623509;9327859
Gruta da Capela (s11d47) PA-AT-337;Beta-410477;8670;40;PA;9621;56;Parauapebas;22M;623509;9327859
Lapa do Santo;Beta 214131;8670;40;MG;9621;56;Matozinhos;23K;596454;7836861
Lapa do Santo;Beta 253507;8660;50;MG;9625;62;Matozinhos;23K;596454;7836861
RS-IJ-67;SI-2636;8585;115;RS;9625;132;Itaqui;21J;543588;6777456
NV-10;Beta-210857;8680;40;PA;9628;59;Parauapebas;22M;623509;9327859
Toca do Paraguaio;MC-2510;8600;100;PI;9631;117;São Raimundo Nonato;23L;753628;9002823
PA-AT-316;Beta-410454;8700;30;PA;9635;58;Parauapebas;22M;623509;9327859
Lapa do Santo;Beta 216519;8690;40;MG;9637;64;Matozinhos;23K;596454;7836861
RS-IJ-67 ;SI-2636;8595;115;RS;9640;136;Itaqui;21J;543588;6777456
Toca da Roça do Dalton II;Beta-236594;8660;60;PI;9640;75;São Raimundo Nonato;23L;753628;9002823
Lapa do Santo;Beta 214133;8700;40;MG;9650;72;Matozinhos;23K;596454;7836861
Toca da Baixa das Cabaceiras;Beta158554;8670;60;PI;9651;82;São Raimundo Nonato;23L;753628;9002823
Toca da Baixa das Cabaceiras;Beta-158554;8670;60;PI;9651;82;São Raimundo Nonato;23L;753628;9002823
Pantanal;Beta-121323;8680;60;MA;9663;90;Lajeado Novo;23M;236874;9328172
Gruta do Gentio (MG-RP-6);SI-5077;8595;215;MG;9666;296;Unaí;23K;296834;8190168
Lapa do Santo;Beta 216524;8710;40;MG;9666;82;Matozinhos;23K;596454;7836861
Lapa dos Bichos;Beta 100392;8640;90;MG;9671;117;Januária;23L;567715;8288668
SC-U-6;SI-995;8640;95;SC;9673;120;Itapiranga;22J;231061;6992332
Gruta do Gentio (MG-RP-6);SI 3210;8620;110;MG;9674;143;Unaí;23K;296834;8190168
Lapa do Santo;Beta 183571;8600;160;MG;9675;210;Matozinhos;23K;596454;7836861
Col. Harold Walter;Beta 220429;8730;40;MG;9704;102;Lagoa Santa;23K;615358;7829153
Lapa de Taquaraçu;Beta 216530;8730;40;MG;9704;102;Taquaraçu de Minas;23K;637505;7824686
Lapa de Taquaraçu;Beta 183577;8730;50;MG;9717;115;Taquaraçu de Minas;23K;637505;7824686
Lapa do Santo;Beta 253505;8730;50;MG;9717;115;Matozinhos;23K;596454;7836861
Carajas - N4WS-012;Beta-230211;8710;70;PA;9718;127;Parauapebas;22M;623509;9327859
PA-AT-316;Beta-410452;8740;40;PA;9724;109;Parauapebas;22M;623509;9327859
Lapa do Santo;Beta 214136;8710;80;MG;9730;137;Matozinhos;23K;596454;7836861
Vista Alegre I;Beta-294102;8740;50;RO ;9731;118;Porto Velho;20L;400484;9031681
Toca da Baixa do Cipó;GIF-6957;8700;90;PI;9732;143;São Raimundo Nonato;23L;753628;9002823
Toca do Paraguaio;MC-2480;8670;120;PI;9737;167;São Raimundo Nonato;23L;753628;9002823
Lapa das Boleiras;Beta 221452;8730;70;MG;9738;133;Matozinhos;23K;596454;7836861
Lapa do Santo;Beta 214135;8750;40;MG;9742;109;Matozinhos;23K;596454;7836861
Lapa das Boleiras;Beta 183563;8750;50;MG;9744;117;Matozinhos;23K;596454;7836861
Lapa das Boleiras;Beta 183564;8750;50;MG;9744;117;Matozinhos;23K;596454;7836861
Lapa da Chica;Beta 254271;8760;50;MG;9759;115;Diamantina;23K;647928;7982069
GO-JA-01;N-2347;8740;90;GO;9783;167;Serranópolis;22K;398462;7975631
Gruta do Marinheiro;UGAMS 15112;8780;35;MG;9791;85;Pains;23K;430935;7747043
Lapa das Boleiras;Beta 159245;8730;110;MG;9803;193;Matozinhos;23K;596454;7836861
Lapa do Santo;Beta 214132;8790;40;MG;9809;94;Matozinhos;23K;596454;7836861
Lapa do Santo;Beta 280490;8790;40;MG;9809;94;Matozinhos;23K;596454;7836861
Toca do Sítio do Meio;GIF-8988;8760;100;PI;9829;196;São Raimundo Nonato;23L;753628;9002823
RS-S-327;Beta 160845;8800;40;RS;9834;94;Santo Antonio da Patrulha;22J;545747;6699710
Col. Harold Walter;Beta 220433;8800;40;MG;9838;108;Lagoa Santa;23K;615358;7829153
Lapa do Santo;Beta 216522;8800;40;MG;9838;108;Matozinhos;23K;596454;7836861
N/A;MC 2511;8780;120;PI;9857;210;São Raimundo Nonato;23L;753628;9002823
Toca do Paraguaio;MC 2480?;8780;120;PI;9857;210;São Raimundo Nonato;23L;753628;9002823
Abrigo do Pilão;Beta-10014;8790;80;BA;9861;185;Central;23L;815523;8767408
Capelinha 1;A 11239;8795;105;SP;9872;200;Cajati;22J;792506;7262564
Toca da Baixa das Cabaceiras;Beta 159040;8800;60;PI;9875;165;São Raimundo Nonato;23L;753628;9002823
Toca da Baixa das Cabaceiras;Beta-159040;8800;60;PI;9875;165;São Raimundo Nonato;23L;753628;9002823
Toca do Sítio do Meio;Beta-47494;8800;60;PI;9875;165;São Raimundo Nonato;23L;753628;9002823
